ALUNO,NOME_ALUNO,TURMA_PREF,SERIE,SIT,ALUNO_EMAIL,LEGAL_EMAIL
50250495,Ana Clara da Mata,EConQui-1PMA,1,Pre-Mat,marinaalves@uol.com.br,pcaldeira@martins.br
50240191,Vicente da Rocha,EConACli-2PMA,2,Pre-Mat,joao-guilhermeramos@hotmail.com,thomasvieira@gmail.com
50240483,Luiz Miguel Castro,EConACli-2PMB,2,Pre-Mat,isadorafernandes@da.com,tteixeira@ig.com.br
50240485,Vinicius Costela,EConACli-2PMA,2,Pre-Mat,zda-rocha@goncalves.com,emanuellanovaes@rezende.com
50250226,Raul da Paz,EConACli-1PMA,1,Pre-Mat,tda-mota@ig.com.br,mourathales@uol.com.br
50250705,Breno Carvalho,EConACli-1PMC,1,Pre-Mat,alice73@da.org,souzastella@da.com
50230229,Melissa Novaes,EConInf-3PMD,3,Pre-Mat,alvesrafael@hotmail.com,juandas-neves@hotmail.com
50230440,Rafael da Cunha,EConInf-3PMC,3,Pre-Mat,teixeiracarlos-eduardo@hotmail.com,elisa91@campos.org
50240308,Pedro Miguel da Rosa,EConInf-2PMC,2,Pre-Mat,otavio28@uol.com.br,alvesnoah@da.com
50230813,Thiago Silveira,EConInf-3PMD,3,Pre-Mat,cecilia92@hotmail.com,giovannavieira@bol.com.br
50240679,André Moura,EConInf-2PMC,2,Pre-Mat,juliagomes@silva.br,milena13@costela.br
50250244,Rodrigo das Neves,EConInf-1PMC,1,Pre-Mat,yurijesus@hotmail.com,fernandesluiz-otavio@souza.br
50241022,Thomas Barros,EConInf-2PMD,2,Reserva,anthony15@bol.com.br,alvesvalentina@ig.com.br
50250179,Felipe Costela,EConInf-1PMA,1,Pre-Mat,paulolopes@cardoso.br,oliviavieira@ig.com.br
50230148,Srta. Ana Beatriz Gonçalves,EConPub-3PMA,3,Pre-Mat,costamaria-alice@bol.com.br,oaraujo@ig.com.br
50240354,Igor Cavalcanti,EConPub-2PMA,2,Pre-Mat,raul00@hotmail.com,marcos-vinicius25@nunes.com
50240247,Pedro da Rocha,EConPub-2PMB,2,Pre-Mat,fariasmaria@alves.com,wferreira@cardoso.com
50230936,Caroline da Cunha,EConInf-3PMD,3,Pre-Mat,benjamin83@da.br,gabrielfernandes@moreira.com
50240324,Isabelly Jesus,EConInf-2PMA,2,Pre-Mat,lrocha@hotmail.com,vviana@bol.com.br
50240549,Sra. Caroline Ribeiro,EConInf-2PMB,2,Pre-Mat,heitor39@pinto.br,joao-gabrielsales@barros.org
50240210,Dr. Ian Caldeira,EConInf-2PMB,2,Pre-Mat,evelynviana@freitas.com,sferreira@nascimento.br
50250722,Dr. Pedro Henrique Vieira,EConInf-1PMC,1,Pre-Mat,luccasilveira@ig.com.br,renanribeiro@martins.net
50230223,Levi Nascimento,EConInf-3PMD,3,Pre-Mat,correiavitor-gabriel@yahoo.com.br,gabrielly20@ig.com.br
50250228,Felipe Costa,EConInf-1PMB,1,Pre-Mat,nalmeida@jesus.com,acardoso@pires.br
50240900,Camila da Cunha,EConInf-2PMB,2,Pre-Mat,jnunes@hotmail.com,ana-beatriz15@moreira.com
50250254,Sra. Marina Silveira,EConInf-1PMA,1,Pre-Mat,nferreira@hotmail.com,brendanovaes@hotmail.com
50230008,Davi Lucas da Cunha,EConInf-3PMA,3,Pre-Mat,gabriela62@uol.com.br,davi26@peixoto.org
50250262,Esther Ribeiro,EConPub-1PMA,1,Pre-Mat,joaopeixoto@bol.com.br,cnunes@ig.com.br
50250814,Laura Lopes,EConPub-1PMA,1,Pre-Mat,luiz-fernandodias@da.com,iaragao@uol.com.br
50241023,Clarice Fogaça,EConQui-2PMA,2,Pre-Mat,msouza@viana.net,carolina18@bol.com.br
50230640,Ana Sales,EConQui-3PMA,3,Pre-Mat,teixeiralarissa@silveira.org,pedro-lucasaragao@barbosa.net
50250682,Daniela da Mota,EConQui-1PMA,1,Pre-Mat,santosfernanda@yahoo.com.br,luiz-henrique17@cunha.com
50250019,Lorenzo da Conceição,EConQui-1PMA,1,Pre-Mat,leonardo64@mendes.br,manuela13@monteiro.br
50250359,Sr. Joaquim Pinto,EConQui-1PMA,1,Pre-Mat,agatha82@rodrigues.br,joao-felipepeixoto@costa.com
50240971,Antônio Farias,EConACli-2PMB,2,Pre-Mat,souzapedro@duarte.org,pietracardoso@uol.com.br
50240894,João Pedro Correia,EConACli-2PMB,2,Pre-Mat,rezendeana-julia@ferreira.com,laviniajesus@ig.com.br
50230298,Ana Clara Mendes,EConACli-3PMA,3,Pre-Mat,helena01@bol.com.br,rochavalentina@dias.br
50230586,Danilo Melo,EConACli-3PMB,3,Pre-Mat,aragaomaria-fernanda@gmail.com,gabriellyporto@bol.com.br
50240948,Pedro Henrique da Mota,EConACli-2PMA,2,Pre-Mat,augustoporto@ig.com.br,lucaslopes@carvalho.br
50250349,Bruna Silva,EConACli-1PMA,1,Pre-Mat,lucca53@goncalves.org,ana-beatriz99@ig.com.br
50250709,Emilly Rocha,EConACli-1PMC,1,Pre-Mat,evelynviana@pereira.org,emilly22@yahoo.com.br
50250434,Kevin Teixeira,EConACli-1PMC,1,Pre-Mat,biancadias@da.com,thomas69@pires.com
50250110,Srta. Sofia Pereira,EConInf-1PMA,1,Pre-Mat,ysilveira@moraes.br,arthurpinto@uol.com.br
50230859,Danilo Oliveira,EConPub-3PMA,3,Pre-Mat,joaquim70@hotmail.com,karagao@bol.com.br
50240724,Nicolas Martins,EConPub-2PMA,2,Pre-Mat,eloah06@bol.com.br,monteirolara@bol.com.br
50250469,Erick Azevedo,EConPub-1PMA,1,Pre-Mat,mjesus@hotmail.com,da-rochamarcela@bol.com.br
50250449,Kamilly Nunes,EConPub-1PMA,1,Pre-Mat,cardosocaio@bol.com.br,cunhapedro@ig.com.br
50230047,Emanuel Castro,EConQui-3PMA,3,Pre-Mat,dda-luz@gmail.com,azevedobenjamin@alves.br
50230938,Daniela da Cunha,EConQui-3PMA,3,Pre-Mat,andre33@da.br,novaesenzo-gabriel@araujo.br
50250484,Luigi da Luz,EConQui-1PMA,1,Pre-Mat,gabriel96@farias.br,juan33@melo.com
50250953,Marina Moura,EConQui-1PMA,1,Pre-Mat,maria-clara93@viana.br,da-cunhadavi-luiz@viana.com
50250836,Isis Pinto,EConQui-1PMA,1,Pre-Mat,mrezende@cavalcanti.net,ocorreia@hotmail.com
50230137,Kamilly Souza,EConQui-3PMA,3,Pre-Mat,nicolecarvalho@yahoo.com.br,anacastro@hotmail.com
50250346,Alana Carvalho,EConACli-1PMB,1,Pre-Mat,vitorda-cruz@cavalcanti.com,luizaferreira@viana.com
50230147,Sophie Jesus,EConACli-3PMB,3,Pre-Mat,barrospedro-henrique@bol.com.br,nunesmarcos-vinicius@ig.com.br
50240651,Maria Julia Farias,EConACli-2PMB,2,Pre-Mat,matheusmoraes@silveira.net,yagoda-rocha@ig.com.br
50250829,Vitória Ramos,EConACli-1PMC,1,Pre-Mat,luiz-gustavo81@ig.com.br,gomeslucas@ribeiro.br
50250382,João Miguel Peixoto,EConACli-1PMA,1,Pre-Mat,silveiraleticia@ribeiro.br,alexandre62@caldeira.com
50250607,Laura Carvalho,EConACli-1PMB,1,Pre-Mat,luigi96@ig.com.br,pintoisaac@ig.com.br
50230136,Bruna Nascimento,EConACli-3PMA,3,Pre-Mat,ramosmatheus@ig.com.br,maria-fernanda63@ig.com.br
50230256,Maria Luiza Moura,EConACli-3PMA,3,Pre-Mat,luiz-fernando44@oliveira.org,alice83@ig.com.br
50250636,Matheus Campos,EConACli-1PMA,1,Pre-Mat,carolinacostela@cavalcanti.br,emanuellyda-mota@costela.org
50250256,Milena Viana,EConACli-1PMB,1,Pre-Mat,ryancostela@bol.com.br,pedro-henriquesouza@barbosa.br
50250516,Cauê Pires,EConACli-1PMC,1,Pre-Mat,da-costalara@rocha.com,asilva@vieira.com
50250942,Marcela Correia,EConACli-1PMA,1,Pre-Mat,lucas-gabriel05@das.org,salesbruno@yahoo.com.br
50250731,Srta. Beatriz da Cunha,EConACli-1PMB,1,Pre-Mat,rodrigocaldeira@cunha.net,carlos-eduardoda-mata@hotmail.com
50250352,Heloísa Vieira,EConACli-1PMA,1,Pre-Mat,jnogueira@alves.br,ecastro@ig.com.br
50250439,Yago da Conceição,EConACli-1PMB,1,Pre-Mat,dpinto@ig.com.br,yferreira@hotmail.com
50230418,Melissa Silveira,EConAdm-3PMA,3,Pre-Mat,santossofia@carvalho.br,luizacostela@novaes.net
50250467,Sra. Maysa Cunha,EConAdm-1PMB,1,Pre-Mat,pirespedro-lucas@moreira.com,lavinia05@bol.com.br
50250922,Diego Nascimento,EConAdm-1PMB,1,Pre-Mat,juansilveira@hotmail.com,jda-rosa@ig.com.br
50230438,Lívia Melo,EConEletr-3PMA,3,Pre-Mat,olivia60@gmail.com,ramosdanilo@uol.com.br
50240156,Sabrina Oliveira,EConEletr-2PMA,2,Pre-Mat,ana-juliaramos@yahoo.com.br,emanuellygoncalves@hotmail.com
50250150,Fernando da Rosa,EConEletr-1PMA,1,Pre-Mat,da-conceicaopedro-lucas@bol.com.br,ana-julia34@da.org
50250247,Lucas Fernandes,EConEletr-1PMA,1,Pre-Mat,marcos-vinicius76@gmail.com,guilherme77@yahoo.com.br
50250676,João Gabriel da Paz,EConEletr-1PMA,1,Pre-Mat,araujoluana@ig.com.br,bryansilva@aragao.br
50250008,João Carvalho,EConEletr-1PMA,1,Pre-Mat,marcos-viniciusda-conceicao@araujo.br,pedro-miguel20@vieira.com
50230224,Luiz Miguel Dias,EConInf-3PMD,3,Pre-Mat,nicolas99@ig.com.br,davi-luizvieira@alves.br
50230100,Joana Araújo,EConInf-3PMA,3,Pre-Mat,jda-rosa@pinto.br,joao-felipesilva@bol.com.br
50220765,Diogo Pinto,EConAdm-3PMA,3,Pre-Mat,rafaelamendes@monteiro.br,cavalcantirafaela@rocha.br
50240712,João Felipe Cardoso,EConAdm-2PMB,2,Pre-Mat,castrojuliana@bol.com.br,pintoclarice@uol.com.br
50230501,Anthony Nascimento,EConAdm-3PMA,3,Pre-Mat,da-motadiogo@yahoo.com.br,carvalhoemilly@goncalves.br
50250673,Marcela Rodrigues,EConAdm-1PMB,1,Pre-Mat,duartecaio@azevedo.br,renanribeiro@gmail.com
50240734,Yasmin Carvalho,EConAdm-2PMB,2,Pre-Mat,luiza88@yahoo.com.br,davi-lucasoliveira@jesus.org
50230248,Caio Nogueira,EConEletr-3PMA,3,Pre-Mat,ryan33@alves.br,claracostela@moura.br
50230271,Sr. João Pedro Almeida,EConInf-3PMA,3,Pre-Mat,pietramoura@yahoo.com.br,julianaviana@ferreira.com
50230759,Luigi Monteiro,EConInf-3PMA,3,Pre-Mat,ana25@ig.com.br,thiagoporto@yahoo.com.br
50230685,Nina Santos,EConInf-3PMB,3,Pre-Mat,maria-cecilia88@bol.com.br,isabelly44@silveira.br
50250509,Joana Mendes,EConInf-1PMB,1,Pre-Mat,ysilveira@ig.com.br,joanalima@da.org
50240410,Maria Julia Campos,EConInf-2PMA,2,Pre-Mat,lpinto@monteiro.br,benicioferreira@ig.com.br
50240770,Lívia Almeida,EConInf-2PMD,2,Pre-Mat,kfogaca@uol.com.br,otavio07@ig.com.br
50250189,Srta. Maria Cecília Araújo,EConInf-1PMA,1,Pre-Mat,pereiramatheus@ig.com.br,nbarros@yahoo.com.br
50240367,Daniela Barbosa,EConInf-2PMC,2,Pre-Mat,hda-mata@bol.com.br,vieirastephany@da.br
50240200,Srta. Mariane Costa,EConInf-2PMD,2,Pre-Mat,vicentecardoso@uol.com.br,edas-neves@nunes.com
50250331,Antônio Castro,EConInf-1PMA,1,Pre-Mat,pmoraes@uol.com.br,isadora50@yahoo.com.br
50240129,Ana Barros,EConInf-2PMB,2,Pre-Mat,cauapeixoto@castro.br,leonardolima@caldeira.br
50250319,Emanuelly Moreira,EConInf-1PMB,1,Pre-Mat,vianalais@hotmail.com,da-luzarthur@dias.br
50240125,Dra. Yasmin Alves,EConInf-2PMD,2,Pre-Mat,joao-pedrogomes@yahoo.com.br,da-rochaluiz-miguel@melo.com
50230787,João Vitor Peixoto,EConInf-3PMC,3,Pre-Mat,ana-laurasantos@gmail.com,luna70@barbosa.br
50250658,Isadora Gonçalves,EConInf-1PMC,1,Pre-Mat,augustolopes@jesus.br,caue98@ig.com.br
50250564,João Guilherme Castro,EConInf-1PMB,1,Pre-Mat,zcarvalho@duarte.com,yviana@ferreira.br
50230474,Paulo Ribeiro,EConInf-3PMC,3,Pre-Mat,beatriz49@fogaca.br,caioduarte@yahoo.com.br
50240224,Yuri Gomes,EConInf-2PMB,2,Pre-Mat,costaaugusto@jesus.org,correiacatarina@uol.com.br
50240322,Maitê Jesus,EConInf-2PMD,2,Pre-Mat,gomesian@peixoto.org,juliafogaca@moreira.br
50230477,Felipe Souza,EConInf-3PMC,3,Pre-Mat,manuela69@uol.com.br,silvavinicius@uol.com.br
50250380,João Vitor Campos,EConInf-1PMC,1,Pre-Mat,murilonogueira@ig.com.br,almeidaana-livia@novaes.br
50250180,Noah Rocha,EConInf-1PMC,1,Pre-Mat,costaana-sophia@cardoso.com,gustavo-henriquecosta@rodrigues.br
50230086,Elisa da Mata,EConInf-3PMA,3,Reserva,agathapinto@yahoo.com.br,aliciaribeiro@ig.com.br
50250250,Diego Teixeira,EConInf-1PMD,1,Pre-Mat,cgoncalves@gmail.com,sofiarocha@da.net
50240075,Dra. Maria Viana,EConInf-2PMD,2,Pre-Mat,beatrizda-conceicao@ferreira.com,xgomes@caldeira.com
50250812,Vitória Mendes,EConInf-1PMA,1,Pre-Mat,qda-cunha@araujo.com,emilly09@duarte.com
50230596,Isabelly Duarte,EConPub-3PMA,3,Pre-Mat,noahlopes@yahoo.com.br,gustavo-henrique58@uol.com.br
50240445,Sr. Enzo Gabriel Barbosa,EConAdm-2PMA,2,Pre-Mat,salesjoao@teixeira.com,mcavalcanti@bol.com.br
50250526,Ana Laura Barros,EConAdm-1PMB,1,Pre-Mat,joaomoreira@hotmail.com,raul55@barbosa.com
50230175,Catarina Nascimento,EConAdm-3PMA,3,Pre-Mat,eda-costa@fernandes.br,joao-pedro29@almeida.com
50230800,Srta. Eduarda Ferreira,EConAdm-3PMA,3,Pre-Mat,egoncalves@ig.com.br,alana67@da.br
50240396,Emilly Martins,EConAdm-2PMB,2,Pre-Mat,leandro57@ig.com.br,zda-mata@gmail.com
50240893,Augusto Jesus,EConAdm-2PMB,2,Pre-Mat,biancada-mota@freitas.com,joaoalves@jesus.br
50250843,Maria Sophia Moreira,EConAdm-1PMB,1,Pre-Mat,lopesjoao-miguel@gmail.com,maria-julia14@da.org
50250239,Pedro Martins,EConAdm-1PMA,1,Pre-Mat,psilveira@yahoo.com.br,freitasmelissa@gmail.com
50250066,Eloah da Paz,EConEletr-1PMA,1,Pre-Mat,evelyn69@bol.com.br,clariceda-costa@uol.com.br
50241020,Elisa da Luz,EConEletr-2PMA,2,Pre-Mat,leticia02@da.br,costelaelisa@hotmail.com
50250211,Natália Almeida,EConInf-1PMA,1,Pre-Mat,caue18@hotmail.com,emanuella29@bol.com.br
50251002,Pedro Miguel Moreira,EConAdm-1PMA,1,Pre-Mat,da-pazmaria-luiza@gmail.com,pintodavi-luiz@nogueira.net
50240030,Heloísa Azevedo,EConAdm-2PMA,2,Pre-Mat,fmonteiro@bol.com.br,joao-gabriel99@da.br
50240714,Igor Fogaça,EConAdm-2PMA,2,Pre-Mat,ana-claraduarte@uol.com.br,samuel09@ig.com.br
50240870,Sra. Joana Carvalho,EConAdm-2PMB,2,Pre-Mat,sophia67@gmail.com,correiaraul@dias.br
50240325,Lavínia Cavalcanti,EConAdm-2PMA,2,Pre-Mat,nathan94@duarte.br,cauasantos@cunha.br
50240412,Maitê Cunha,EConAdm-2PMA,2,Pre-Mat,alvesemanuel@hotmail.com,kjesus@rocha.br
50240980,Guilherme da Cruz,EConAdm-2PMB,2,Pre-Mat,costalara@ig.com.br,nicole44@cunha.org
50250209,João Lucas Santos,EConAdm-1PMA,1,Pre-Mat,vpereira@yahoo.com.br,monteirobenicio@bol.com.br
50230281,Guilherme da Mota,EConEletr-3PMA,3,Pre-Mat,tfarias@gmail.com,jda-rocha@uol.com.br
50250614,Maria Luiza Moura,EConEletr-1PMA,1,Pre-Mat,goncalvesana-sophia@gmail.com,yda-costa@ig.com.br
50230522,João Lucas da Rosa,EConAdm-3PMA,3,Pre-Mat,xnunes@jesus.org,thomas27@ig.com.br
50250268,Paulo Porto,EConAdm-1PMB,1,Pre-Mat,wcosta@barbosa.br,lda-cruz@das.br
50240251,Maysa Rocha,EConAdm-2PMB,2,Pre-Mat,qcunha@bol.com.br,juliasantos@gmail.com
50250825,Lorenzo Castro,EConAdm-1PMB,1,Pre-Mat,razevedo@monteiro.com,castropedro-miguel@almeida.net
50250470,Valentina Gomes,EConAdm-1PMA,1,Pre-Mat,ssales@jesus.br,rda-mota@yahoo.com.br
50240011,Alexia Caldeira,EConInf-2PMB,2,Pre-Mat,calmeida@teixeira.br,melomanuela@pereira.com
50240311,Sr. Felipe Costela,EConInf-2PMC,2,Pre-Mat,brunada-rosa@hotmail.com,joao-pedro45@gmail.com
50230164,Fernando Moura,EConInf-3PMA,3,Pre-Mat,fariaspedro-lucas@mendes.com,gpires@pires.com
50240225,Sr. Danilo Farias,EConInf-2PMB,2,Pre-Mat,kteixeira@bol.com.br,joaquimfarias@porto.net
50230203,Lucas Porto,EConInf-3PMD,3,Pre-Mat,isabelly61@uol.com.br,igorazevedo@yahoo.com.br
50250644,Bruna Souza,EConInf-1PMC,1,Pre-Mat,novaesmaria-alice@da.br,ryanduarte@gmail.com
50240126,Srta. Maria Fernanda Duarte,EConInf-2PMB,2,Pre-Mat,falves@moura.com,juliafreitas@da.br
50230109,Agatha Monteiro,EConPub-3PMA,3,Pre-Mat,monteirobenjamin@silveira.com,davi-luiz75@yahoo.com.br
50240868,Pedro Moreira,EConPub-2PMA,2,Reserva,da-motayuri@lima.br,pietromoura@uol.com.br
50250724,Nathan Almeida,EConPub-1PMA,1,Pre-Mat,kramos@da.br,rafael71@oliveira.com
50240171,Gustavo Henrique Costa,EConQui-2PMA,2,Pre-Mat,evelynmonteiro@uol.com.br,lorena45@ig.com.br
50250016,João Lucas Monteiro,EConQui-1PMA,1,Pre-Mat,barbosagiovanna@teixeira.com,maria-luizamartins@yahoo.com.br
50230842,Sr. Gabriel Gonçalves,EConACli-3PMB,3,Reserva,barbara85@bol.com.br,carolinaferreira@martins.com
50250908,Ryan da Cunha,EConACli-1PMC,1,Pre-Mat,martinsvicente@carvalho.br,oliviafreitas@das.org
50220295,Davi Luiz da Mota,EConACli-3PMB,3,Pre-Mat,emillycorreia@yahoo.com.br,rezendedavi-lucca@duarte.br
50230771,Sr. Davi Lucas Oliveira,EConACli-3PMA,3,Pre-Mat,oribeiro@yahoo.com.br,ferreirarenan@caldeira.org
50250034,Pedro Miguel Fernandes,EConACli-1PMB,1,Pre-Mat,tpeixoto@moura.org,martinsyuri@da.br
50240159,Matheus Almeida,EConPub-2PMB,2,Pre-Mat,ldas-neves@jesus.com,alvesisabelly@monteiro.br
50250884,Dr. Bryan da Paz,EConPub-1PMA,1,Pre-Mat,pietragomes@viana.org,diego17@rodrigues.com
50250873,Davi Lucca da Cunha,EConPub-1PMA,1,Pre-Mat,joaquim63@cardoso.br,wrocha@da.net
50240241,Renan Peixoto,EConPub-2PMA,2,Pre-Mat,mirellamoreira@gmail.com,ferreirabryan@ig.com.br
50240936,Carolina Jesus,EConQui-2PMA,2,Pre-Mat,da-rosacarolina@fogaca.br,barbosalucas-gabriel@yahoo.com.br
50250229,Maitê Campos,EConQui-1PMA,1,Pre-Mat,stephanysouza@cunha.com,thiago71@ig.com.br
50250371,Alana Lopes,EConACli-1PMB,1,Pre-Mat,dgoncalves@bol.com.br,juan43@rezende.br
50250977,Maysa Fogaça,EConACli-1PMC,1,Pre-Mat,fogacamelissa@bol.com.br,joanaazevedo@das.br
50230241,Emanuel Araújo,EConACli-3PMA,3,Pre-Mat,kevincampos@hotmail.com,cfogaca@yahoo.com.br
50240192,Sr. Yago Costela,EConACli-2PMA,2,Pre-Mat,ferreiraaugusto@yahoo.com.br,barbara87@bol.com.br
50240946,Olivia Gonçalves,EConACli-2PMA,2,Pre-Mat,maria-vitoria85@bol.com.br,ana-julianovaes@silva.com
50250910,Erick Sales,EConEletr-1PMA,1,Pre-Mat,juliacostela@santos.br,raulsales@gomes.br
50230335,Maria Luiza Rezende,EConInf-3PMB,3,Pre-Mat,rafaelda-costa@uol.com.br,luiz-miguel12@bol.com.br
50240058,Nina Barbosa,EConInf-2PMA,2,Pre-Mat,vianalaura@uol.com.br,joao-guilhermepinto@nogueira.net
50230172,Lucas Gabriel Correia,EConInf-3PMB,3,Pre-Mat,sdias@gmail.com,raquel16@ig.com.br
50230020,Luiz Otávio Aragão,EConInf-3PMA,3,Pre-Mat,lorena45@yahoo.com.br,kamilly15@yahoo.com.br
50240863,Ana Beatriz Freitas,EConInf-2PMD,2,Pre-Mat,sjesus@ig.com.br,nfreitas@hotmail.com
50240628,Thomas da Paz,EConInf-2PMA,2,Pre-Mat,costelamanuela@uol.com.br,ana-sophia02@uol.com.br
50250205,Dra. Letícia Ribeiro,EConInf-1PMC,1,Pre-Mat,leandrobarros@bol.com.br,rmonteiro@caldeira.com
50250157,Sr. Daniel da Conceição,EConInf-1PMA,1,Pre-Mat,teixeiranicolas@caldeira.org,zaragao@moreira.br
50230595,João Vitor da Luz,EConInf-3PMB,3,Pre-Mat,igor87@carvalho.br,davicostela@hotmail.com
50250113,Melissa Santos,EConInf-1PMA,1,Pre-Mat,gomesana-carolina@alves.br,benicio24@pinto.br
50240990,Sr. Lucas Gabriel Moraes,EConAdm-2PMB,2,Pre-Mat,carolinalima@da.com,enzopeixoto@ig.com.br
50230772,Ana Clara Costa,EConAdm-3PMA,3,Pre-Mat,manuelarocha@hotmail.com,cavalcantibianca@silveira.com
50250534,Alícia Fernandes,EConAdm-1PMA,1,Pre-Mat,henrique87@campos.com,araujobarbara@bol.com.br
50250212,Dr. Pietro Correia,EConAdm-1PMA,1,Pre-Mat,gabriellycunha@nogueira.com,fernandosales@uol.com.br
50251006,Sr. Theo Pires,EConEletr-1PMA,1,Reserva,otavio22@almeida.org,beniciocorreia@da.br
50230975,Dra. Maria Julia Caldeira,EConEletr-3PMA,3,Pre-Mat,isabel26@bol.com.br,fda-paz@ig.com.br
50240953,Luiz Otávio da Paz,EConEletr-2PMA,2,Pre-Mat,bryan84@fernandes.net,freitasthiago@hotmail.com
50240185,Sra. Maria Eduarda Silveira,EConEletr-2PMA,2,Reserva,camposluiz-otavio@yahoo.com.br,lorenzoda-rocha@almeida.com
50250381,Davi da Rosa,EConEletr-1PMA,1,Reserva,lucas-gabriel40@das.br,salmeida@hotmail.com
50250775,João Lucas Pires,EConEletr-1PMA,1,Pre-Mat,ana-juliamonteiro@duarte.com,joao-pedro27@oliveira.com
50230537,Levi Pires,EConInf-3PMC,3,Pre-Mat,silveiraana-carolina@vieira.br,joao-vitor83@gmail.com
50240085,Luiz Henrique da Paz,EConInf-2PMA,2,Pre-Mat,laviniasouza@goncalves.com,yfernandes@bol.com.br
50250253,Joaquim Oliveira,EConInf-1PMB,1,Pre-Mat,cavalcantimaria-luiza@correia.org,milena59@cardoso.br
50230804,Júlia Araújo,EConInf-3PMD,3,Pre-Mat,ceciliasantos@porto.com,lopesmaria-julia@ig.com.br
50240484,Evelyn Costela,EConInf-2PMB,2,Pre-Mat,gabriellyrocha@costa.org,pietro53@bol.com.br
50230689,Rafael da Paz,EConInf-3PMB,3,Pre-Mat,silvamarcela@bol.com.br,zdias@pereira.com
50250715,Srta. Vitória Jesus,EConInf-1PMB,1,Pre-Mat,da-costaevelyn@monteiro.org,nina56@novaes.br
50240119,Ana Julia Lima,EConInf-2PMB,2,Pre-Mat,camilamonteiro@da.com,marianacardoso@gmail.com
50250389,Srta. Ana Oliveira,EConInf-1PMA,1,Pre-Mat,enovaes@alves.br,gabrielanogueira@uol.com.br
50230072,Fernando Pereira,EConInf-3PMA,3,Pre-Mat,fmelo@yahoo.com.br,ysantos@lopes.br
50250683,Cauã Costela,EConInf-1PMC,1,Pre-Mat,vsouza@hotmail.com,viniciuscarvalho@hotmail.com
50250823,Sophia da Paz,EConInf-1PMA,1,Pre-Mat,maria-luiza63@alves.br,thomas87@da.com
50250402,Sophia da Conceição,EConInf-1PMB,1,Pre-Mat,zda-conceicao@gmail.com,gfreitas@caldeira.br
50250706,Pedro Lucas Almeida,EConPub-1PMA,1,Pre-Mat,fogacabenicio@uol.com.br,davi-lucas62@rocha.br
50250717,Levi Castro,EConPub-1PMA,1,Pre-Mat,fogacadanilo@hotmail.com,ycampos@uol.com.br
50240597,Gustavo Silveira,EConPub-2PMB,2,Pre-Mat,sophie18@ig.com.br,hcostela@hotmail.com
50250334,Arthur Porto,EConPub-1PMA,1,Pre-Mat,vicente63@gmail.com,gomesana-vitoria@hotmail.com
50250304,Caroline Cunha,EConQui-1PMA,1,Pre-Mat,melissa97@hotmail.com,alexiada-paz@uol.com.br
50240546,Laís Cunha,EConQui-2PMA,2,Pre-Mat,ana-vitoriadas-neves@novaes.org,alexiasilveira@uol.com.br
50240497,Mirella da Paz,EConACli-2PMA,2,Pre-Mat,danielaaraujo@caldeira.com,lucas54@hotmail.com
50240844,Vitor Hugo Almeida,EConACli-2PMB,2,Reserva,piresluiz-miguel@mendes.com,helena26@yahoo.com.br
50240355,Henrique Moraes,EConACli-2PMA,2,Pre-Mat,silveirastephany@barros.org,novaesdaniel@castro.org
50250882,Leandro Martins,EConACli-1PMC,1,Pre-Mat,icavalcanti@bol.com.br,zribeiro@hotmail.com
50250504,João Pedro Cunha,EConACli-1PMC,1,Pre-Mat,sda-rocha@da.com,maysapinto@nascimento.br
50240882,Eloah Farias,EConPub-2PMB,2,Pre-Mat,vianagustavo@da.br,ppinto@gmail.com
50230117,Alexandre Araújo,EConPub-3PMA,3,Pre-Mat,isabellylima@peixoto.com,nina12@uol.com.br
50230510,Ana Clara Vieira,EConPub-3PMA,3,Pre-Mat,heitor35@ig.com.br,aazevedo@rodrigues.br
50240515,Bryan Silva,EConPub-2PMA,2,Pre-Mat,da-pazluiz-otavio@bol.com.br,bmendes@bol.com.br
50230570,Isis Gomes,EConPub-3PMA,3,Pre-Mat,noahbarros@gmail.com,leandrolopes@da.br
50250355,Alice da Conceição,EConPub-1PMA,1,Pre-Mat,isiscardoso@hotmail.com,ana-livia77@uol.com.br
50240698,Maria Luiza da Paz,EConPub-2PMB,2,Pre-Mat,da-pazdavi@caldeira.com,lucas05@carvalho.org
50250368,Pedro Henrique Carvalho,EConPub-1PMA,1,Pre-Mat,laura89@jesus.net,jfarias@moura.br
50250305,Dr. Raul Correia,EConPub-1PMA,1,Pre-Mat,csilva@lima.com,eloah53@pereira.br
50230977,Laura Rodrigues,EConQui-3PMA,3,Pre-Mat,fsilveira@costa.org,tda-rosa@bol.com.br
50250320,Francisco Fogaça,EConACli-1PMA,1,Pre-Mat,lucca64@hotmail.com,ana93@hotmail.com
50250810,Igor Dias,EConACli-1PMB,1,Pre-Mat,tgomes@nascimento.com,jrezende@hotmail.com
50250945,Kaique Dias,EConACli-1PMB,1,Pre-Mat,da-luzjoao-pedro@teixeira.com,maria-ceciliapinto@bol.com.br
50230754,Bruno Cavalcanti,EConACli-3PMB,3,Pre-Mat,mouralara@monteiro.org,sarah73@ig.com.br
50230963,Enzo Gabriel Moraes,EConACli-3PMA,3,Pre-Mat,costavitor@yahoo.com.br,joaomoraes@hotmail.com
50250744,Maria Vitória Gomes,EConInf-1PMB,1,Pre-Mat,carlos-eduardoalmeida@ig.com.br,maria-eduardafreitas@costela.br
